id,text,entities
4444,"Harry went back to the library, where Hermione was testing Ron on Astronomy. Harry told them what he’d heard. “Snape’s done it, then!” said Ron. “If Quirrell’s told him how to break his Anti-Dark Force spell —” “There’s still Fluffy, though,” said Hermione.",[]
11946,"“Maybe she heard him telling Madame Maxime at the ball,” said Hermione quietly. “We'd have seen her in the garden!” said Ron. “Anyway, she's not supposed to come into school anymore, Hagrid said Dumbledore banned her.…” “Maybe she's got an Invisibility Cloak,” said Harry, ladling chicken casserole onto his plate and splashing it everywhere in his anger. “Sort of thing she'd do, isn't it, hide in bushes listening to people.”",[]
8645,"Inspired by Fred and George's example, a great number of students were now vying for the newly vacant positions of Troublemakers-in-Chief. In spite of the new door, somebody managed to slip a hairy-snouted Niffler into Umbridge's office, which promptly tore the place apart in its search for shiny objects, leapt on Umbridge when she entered and tried to gnaw the rings off her stubby fingers. Dungbombs and Stink Pellets were dropped so frequently in the corridors that it became the new fashion for students to perform Bubble-Head Charms on themselves before leaving lessons, which ensured them a supply of fresh air, even though it gave them all the peculiar appearance of wearing upside-down goldfish bowls on their heads.",[]
12111,"A door slammed. Harry was left staring down at Moody, who placed his staff on the bottommost stair and started to climb laboriously toward him, a dull clunk on every other step. “Close shave. Potter,” he muttered. “Yeah…I - er…thanks,” said Harry weakly.",[]
10996,"“Dear old Hogwarts,” he said, looking up at the castle and smiling; his teeth were rather yellow, and Harry noticed that his smile did not extend to his eyes, which remained cold and shrewd. “How good it is to be here, how good.…Viktor, come along, into the warmth…you don't mind, Dumbledore? Viktor has a slight head cold…”",[]
12506,"“I'll get Dumbledore if you let me go, Mr. Crouch!” said Harry. He looked furiously around at Krum. “Help me, will you?” Looking extremely apprehensive, Krum moved forward and squatted down next to Mr. Crouch. “Just keep him here,” said Harry, pulling himself free of Mr. Crouch. “I'll be back with Dumbledore.”",[]
5694,"'We were just wondering who set the Slinkhard book,' said Fred conversationally. 'Because it means Dumbledore's found a new Defence Against the Dark Arts teacher,' said George. 'And about time too,' said Fred. 'What d'you mean?' Harry asked, jumping down beside them.",[]
6454,"'Well, let's try again,' said Angelina. She was ignoring the Slytherins, who had now set up a chant of 'Gryffindor are losers, Gryffindor are losers,' but there was a certain rigidity about her seat on the broom nevertheless. This time they had been flying for barely three minutes when Angelinas whistle sounded. Harry, who had just sighted the Snitch circling the opposite goalpost, pulled up feeling distinctly aggrieved.",[]
13139,"“We went back to the tent,” said Crouch. ""Then we heard them. We heard the Death Eaters. The ones who had never been to Azkaban. The ones who had never suffered for my master. They had turned their backs on him. They were not enslaved, as I was. They were free to seek him, but they did not. They were merely making sport of Muggles. The sound of their voices awoke me. My mind was clearer than it had been in years. I was angry. I had the wand.",[]
14550,"At eight o’clock on Thursday evening, Harry left Gryffindor Tower for the History of Magic classroom. It was dark and empty when he arrived, but he lit the lamps with his wand and had waited only five minutes when Professor Lupin turned up, carrying a large packing case, which he heaved onto Professor Binn’s desk.",[]
11593,"“Don' frighten him, now!” Hagrid shouted as Ron and Harry used their wands to shoot jets of fiery sparks at the skrewt, which was advancing menacingly on them, its sting arched, quivering, over its back. “Jus' try an slip the rope 'round his sting, so he won hurt any o' the others!”",[]
4097,"Howling with pain, the troll twisted and flailed its club, with Harry clinging on for dear life; any second, the troll was going to rip him off or catch him a terrible blow with the club. Hermione had sunk to the floor in fright; Ron pulled out his own wand — not knowing what he was going to do he heard himself cry the first spell that came into his head: “Wingardium Leviosa!”",[]
13787,"Professor Lupin had come back. He paused as he entered, looked around and said, with a small smile, ‘I haven’t poisoned that chocolate, you know …’ Harry took a bite and to his great surprise felt warmth spread suddenly to the tips of his fingers and toes.",[]
8767,"Nobody spoke for a while, not even when they heard the distant crash that meant Grawp had pulled over the pine tree at last. Hermione's face was pale and set. Harry could not think of a single thing to say. What on earth was going to happen when somebody found out that Hagrid had hidden Grawp in the Forbidden Forest? And he had promised that he, Ron and Hermione would continue Hagrid's totally pointless attempts to civilise the giant. How could Hagrid, even with his immense capacity to delude himself that fanged monsters were loveably harmless, fool himself that Grawp would ever be fit to mix with humans?",[]
16785,"“You met Hagrid down Knockturn Alley, didn’t you, Harry?” “He was buying a Flesh-Eating Slug Repellent,” said Harry quickly. The three of them fell silent. After a long pause, Hermione voiced the knottiest question of all in a hesitant voice.",[]
2041,"Hagrid stopped in his tracks, a familiar, guilty expression on what was visible of his face above his tangled black beard. “What?” said Harry quickly. “Dumbledore’s angry with Snape?” “I never said tha’,” said Hagrid, though his look of panic could not have been a bigger giveaway. “Look at the time, it’s gettin’ on fer midnight, I need ter —”",[]
6831,"Harry neither knew nor cared what Thestrals were; he just wanted to know that Hedwig was going to be all right. Professor McGonagall, however, looked sharply at Harry and said, 'Do you know how far this owl's travelled, Potter?' 'Er,' said Harry. 'From London, I think.'",[]
14891,"Harry and the rest of the Gryffindor team entered the Great Hall next day to enormous applause. Harry couldn’t help grinning broadly as he saw that both the Ravenclaw and Hufflepuff tables were clapping them, too. The Slytherin table hissed loudly as they passed. Harry noticed that Malfoy looked even paler than usual.",[]
8715,"'Good!' said Hermione, as Harry set her back on her feet. They both murmured 'Lumos!' and their wand-tips ignited. Hagrid's face swam through the gloom by the light of the two wavering beams and Harry saw again that he looked nervous and sad.",[]
4948,"'How come you fell over, son?' said Uncle Vernon, in an unnaturally quiet voice, the kind of voice he might adopt at the bedside of a very ill person. 'T-tripped,' said Dudley shakily. 'And then - He gestured at his massive chest. Harry understood. Dudley was remembering the clammy cold that filled the lungs as hope and happiness were sucked out of you.",[]
12135,"“Snape said Moody's searched his office as well?” Ron whispered, his eyes alight with interest as he Banished a cushion with a sweep of his wand (it soared into the air and knocked Parvati's hat off). “What…d'you reckon Moody's here to keep an eye on Snape as well as Karkaroff?”",[]
4042,"Harry and Ron headed upstairs, smothering their laughter at Malfoy’s obvious rage and confusion. “Well, it’s true,” Harry chortled as they reached the top of the marble staircase, “If he hadn’t stolen Neville’s Remembrall I wouldn’t be on the team.…”",[]
12507,"“Hurry, von't you?” Krum called after him as Harry sprinted away from the forest and up through the dark grounds. They were deserted; Bagman, Cedric, and Fleur had disappeared. Harry tore up the stone steps, through the oak front doors, and off up the marble staircase, toward the second floor.",[]
14483,"‘I bet it was Dumbledore,’ said Ron, now walking round and round the Firebolt, taking in every glorious inch. ‘He sent you the Invisibility Cloak anonymously …’ ‘That was my dad’s, though,’ said Harry. ‘Dumbledore was just passing it on to me. He wouldn’t spend hundreds of Galleons on me. He can’t go giving students stuff like this –’",[]
9549,"`You see,' Dumbledore continued, `I believed it could not be long before Voldemort attempted to force his way into your mind, to manipulate and misdirect your thoughts, and I was not eager to give him more incentives to do so. I was sure that if he realised that our relationship was - or had ever been - closer than that of headmaster and pupil, he would seize his chance to use you as a means to spy on me. I feared the uses to which he would put you, the possibility that he might try and possess you. Harry, I believe I was right to think that Voldemort would have made use of you",[]
15939,"Not daring even to look at each other, Harry and Ron followed Snape up the steps into the vast, echoing entrance hall, which was lit with flaming torches. A delicious smell of food was wafting from the Great Hall, but Snape led them away from the warmth and light, down a narrow stone staircase that led into the dungeons.",[]
16700,"“What?” said Ron, looking from one to the other. “Well, the Chamber of Secrets was opened fifty years ago, wasn’t it?” he said. “That’s what Malfoy said.” “Yeah…” said Ron slowly. “And this diary is fifty years old,” said Hermione, tapping it excitedly.",[]
12803,"“Bet you're not feeling quite as full of yourself now Cedric's caught you up on points, are you?” “What?” said Harry. “Ignore him,” said Cedric in a low voice to Harry, frowning after his father. “He's been angry ever since Rita Skeeter's article about the Triwizard Tournament - you know, when she made out you were the only Hogwarts champion.”",[]
16854,"“However,” said Dumbledore, speaking very slowly and clearly so that none of them could miss a word, “you will find that I will only truly have left this school when none here are loyal to me…Help will always be given at Hogwarts to those who ask for it.”",[]
15316,"‘My apologies, Poppy, but I need a word with Mr Potter and Miss Granger,’ said Dumbledore calmly. ‘I have just been talking to Sirius Black –’ ‘I suppose he’s told you the same fairy tale he’s planted in Potter’s mind?’ spat Snape. ‘Something about a rat, and Pettigrew being alive –’",[]
11266,"“We have to check that your wands are fully functional, no problems, you know, as they're your most important tools in the tasks ahead,” said Bagman. “The expert's upstairs now with Dumbledore. And then there's going to be a little photo shoot. This is Rita Skeeter,” he added, gesturing toward the witch in magenta robes. “She's doing a small piece on the tournament for the Daily Prophet.…”",[]
16510,"“A bad idea, Professor Lockhart,” said Snape, gliding over like a large and malevolent bat. “Longbottom causes devastation with the simplest spells. We’ll be sending what’s left of Finch-Fletchley up to the hospital wing in a matchbox.” Neville’s round, pink face went pinker. “How about Malfoy and Potter?” said Snape with a twisted smile.",[]
9627,"`Voldemort tried to kill you when you were a child because of a prophecy made shortly before your birth. He knew the prophecy had been made, though he did not know its full contents. He set out to kill you when you were still a baby, believing he was fulfilling the terms of the prophecy. He discovered, to his cost, that he was mistaken, when the curse intended to kill you backfired. And so, since his return to his body, and particularly since your extraordinary escape from him last year, he has been determined to hear that prophecy in its entirety. This is the weapon he has been seeking so assiduously since his return: the knowledge of how to destroy you.'",[]
6660,"'How d'you mean?' 'You know what, I'm not sure I want someone this stupid teaching me,' Ron said to Hermione, smirking slightly. He turned to Harry. 'Let's think,' he said, pulling a face like Goyle concentrating. 'Uh… first year - you saved the Philosopher's Stone from You-Know-Who.'",[]
16088,"“And you’re the Gryffindor Seeker, aren’t you?” said Colin in awe. “Yes,” said Harry as they left the castle and started across the dew-drenched grass. “And there’s the Keeper, too. He guards the goal posts. That’s it, really.”",[]
12783,"“Gone off me a bit, hasn't she?” said Harry lightly, folding up the paper. Over at the Slytherin table, Malfoy, Crabbe, and Goyle were laughing at him, tapping their heads with their fingers, pulling grotesquely mad faces, and waggling their tongues like snakes.",[]
11901,"“Listen…” Cedric lowered his voice as Ron disappeared. “I owe you one for telling me about the dragons. You know that golden egg? Does yours wail when you open it?” “Yeah,” said Harry. “Well…take a bath, okay?” “What?” “Take a bath, and - er - take the egg with you, and - er - just mull things over in the hot water. It'll help you think.…Trust me.”",[]
10915,"“Potter,” Moody growled, “you next.” Harry moved forward into the middle of the classroom, into the space that Moody had cleared of desks. Moody raised his wand, pointed it at Harry, and said, “Imperio!”",[]
1723,"“No, I don’t think that’ll work,” said Harry pleasantly. “You see, I don’t like some of the things the Ministry’s doing. Locking up Stan Shunpike, for instance.”",[]
13460,"‘Duddy’s got to make himself smart for his auntie,’ said Aunt Petunia, smoothing Dudley’s thick blond hair. ‘Mummy’s bought him a lovely new bow-tie.’ Uncle Vernon clapped Dudley on his porky shoulder. ‘See you in a bit, then,’ he said, and he left the kitchen.",[]
2965,"‘Come over to the right side, Draco, and we can hide you more completely than you can possibly imagine. What is more, I can send members of the Order to your mother tonight to hide her likewise. Your father is safe at the moment in Azkaban … when the time comes we can protect him too … come over to the right side, Draco … you are not a killer …’",[]
2796,"Dumbledore approached the wall of the cave and caressed it with his blackened fingertips, murmuring words in a strange tongue that Harry did not understand. Twice Dumbledore walked right around the cave, touching as much of the rough rock as he could, occasionally pausing, running his fingers backward and forward over a particular spot, until finally he stopped, his hand pressed flat against the wall. “Here,” he said. “We go on through here. The entrance is concealed.” Harry did not ask how Dumbledore knew. He had never seen a wizard work things out like this, simply by looking and touching; but Harry had long since learned that bangs and smoke were more often the marks of ineptitude than expertise. Dumbledore stepped back from the cave wall and pointed his wand at the rock. For a moment, an arched outline appeared there, blazing white as though there was a powerful light behind the crack.",[]
3961,"Up the front steps, up the marble staircase inside, and still Professor McGonagall didn’t say a word to him. She wrenched open doors and marched along corridors with Harry trotting miserably behind her. Maybe she was taking him to Dumbledore. He thought of Hagrid, expelled but allowed to stay on as gamekeeper. Perhaps he could be Hagrid’s assistant. His stomach twisted as he imagined it, watching Ron and the others becoming wizards, while he stumped around the grounds carrying Hagrid’s bag.",[]
4351,"Hermione, however, had more on her mind than the Sorcerer’s Stone. She had started drawing up study schedules and color coding all her notes. Harry and Ron wouldn’t have minded, but she kept nagging them to do the same. “Hermione, the exams are ages away.”",[]
12110,"Snape swept downstairs and passed Moody without another word. Filch made a chirruping noise to Mrs. Norris, who stared blankly at Harry for a few more seconds before turning and following her master. Still breathing very fast. Harry heard Snape walking away down the corridor; Filch handed Moody the egg and disappeared from view too, muttering to Mrs. Norris. “Never mind. my sweet…we'll see Dumbledore in the morning…tell him what Peeves was up to.…”",[]
6516,"'So we're being prevented from learning Defence Against the Dark Arts because Fudge is scared we'll use spells against the Ministry?' said Hermione, looking furious. 'Yep,' said Sirius. 'Fudge thinks Dumbledore will stop at nothing to seize power. He's getting more paranoid about Dumbledore by the day. It's a matter of time before he has Dumbledore arrested on some trumped-up charge.'",[]
12969,"He walked on. Some of the Death Eaters he passed in silence, but he paused before others and spoke to them. “Macnair…destroying dangerous beasts for the Ministry of Magic now, Wormtail tells me? You shall have better victims than that soon, Macnair. Lord Voldemort will provide.…”",[]
13428,"Apart from his friends, the thing that Harry missed most about Hogwarts was Quidditch, the most popular sport in the magical world – highly dangerous, very exciting and played on broomsticks. Harry happened to be a very good Quidditch player; he had been the youngest person in a century to be picked for one of the Hogwarts house teams. One of Harry’s most prized possessions was his Nimbus Two Thousand racing broom.",[]
8235,"'Is she coming?' Harry asked quietly. Dobby let out a howl, and began beating his bare feet hard on the floor. 'Yes, Harry Potter, yes!' Harry straightened up and looked around at the motionless, terrified people gazing at the thrashing elf.",[]
17174,"“He looks like he wants you to grab hold…” said Ron, looking perplexed. “But you’re much too heavy for a bird to pull up there —” “Fawkes,” said Harry, “isn’t an ordinary bird.” He turned quickly to the others. “We’ve got to hold on to each other. Ginny, grab Ron’s hand. Professor Lockhart —”",[]
16795,"Gryffindor’s next Quidditch match would be against Hufflepuff. Wood was insisting on team practices every night after dinner, so that Harry barely had time for anything but Quidditch and homework. However, the training sessions were getting better, or at least drier, and the evening before Saturday’s match he went up to his dormitory to drop off his broomstick feeling Gryffindor’s chances for the Quidditch cup had never been better.",[]
5874,Notorious mass murderer or innocent singing sensation? Harry had to read this first sentence several times before he was convinced that he had not misunderstood it. Since when had Sirius been a singing sensation?,[]
12565,"“No, I won't!” said Ron hotly. George carried the barn owl over to the window and it took off. George turned around and grinned at Ron. “Well, stop telling people what to do then. See you later.” He and Fred left the Owlery. Harry, Ron, and Hermione stared at one another.",[]
5137,"'We told Dumbledore we wanted to tell you what was going on,' said Ron. 'We did, mate. But he's really busy now, we've only seen him twice since we came here and he didn't have much time, he just made us swear not to tell you important stuff when we wrote, he said the owls might be intercepted.'",[]
13298,"“Yeh did as much as yer father would've done, an' I can' give yeh no higher praise than that.” Harry smiled back at him. It was the first time he'd smiled in days. “What's Dumbledore asked you to do, Hagrid?” he asked. “He sent Professor McGonagall to ask you and Madame Maxime to meet him - that night.”",[]
6197,"'But I was telling the truth!' said Harry, outraged. 'Voldemort is back, you know he is; Professor Dumbledore knows he is -'",[]
12361,"“He was tipped for the next Minister of Magic,” said Sirius. “He's a great wizard, Barty Crouch, powerfully magical - and power-hungry. Oh never a Voldemort supporter,” he said, reading the look on Harry's face. “No, Barty Crouch was always very outspoken against the Dark Side. But then a lot of people who were against the Dark Side…well, you wouldn't understand…you're too young.…”",[]
4617,“They’re not birds!” Harry said suddenly. “They’re keys! Winged keys — look carefully. So that must mean…” he looked around the chamber while the other two squinted up at the flock of keys. “…yes — look! Broomsticks! We’ve got to catch the key to the door!”,[]
15902,"Then there was a popping noise and the car, Harry, and Ron reappeared. “Uh-oh,” said Ron, jabbing at the Invisibility Booster. “It’s faulty —” Both of them pummeled it. The car vanished. Then it flickered back again. “Hold on!” Ron yelled, and he slammed his foot on the accelerator; they shot straight into the low, woolly clouds and everything turned dull and foggy.",[]
12577,"“You can't Disapparate on the grounds, Ron!” said Hermione. “There are other ways he could have disappeared, aren't there, Professor?” Moody's magical eye quivered as it rested on Hermione. “You're another one who might think about a career as an Auror,” he told her. “Mind works the right way. Granger.”",[]
